Year,Number of votes,Title,Screenwriter,Gender,Description,Agency,Agents,Management,Managers,Producer,Financier
2014,24,AETHER,Krysty Wilson-Cairns,F,"In near future London, a revolutionary technology has been invented that can record sounds hours after they were made. Detective Harry Orwell, inventor of this technology, is part of a pilot program where investigators record and analyze past sound waves and finds himself the prime suspect while investigating a string of brutal murders.","CAA, United Agents","Jon Cassir, Matt Martin, Marnie Podos",,,FilmNation,FilmNation
2014,24,SITUATION COMEDY,Cat Vasko,F,"A young woman, feeling directionless, stumbles upon a mysterious courtyard where she is transported into a sitcom-like universe, becoming a major character on this TV show.”",WME,"Simon Faber, Solco Schuit",Grandview,"Matt Rosen, Zac Frognowski, Chris Goble","Right of Way, Helen Estabrook",
2014,23,TAU,Noga Landau,F,A woman held captive in the futuristic smart house of a serial kidnapper realizes that her only hope of escape lies in turning the house’s sentient computer against its creator.,WME,"Meyash Prabhu, Ryan Feldman, Dana Harris",Management 360,Adam Marshall,"Russell Ackerman, John Schoenfelder",
2014,18,ECHO,Chris MacBride,M,A CIA drone coordinator battles his own psychological health while trying to decipher whether his wife has been replaced.,ICM,Jeff Barry,Industry Entertainment,Stephen Crawford,21 Laps,20th Century Fox
2014,18,MENA,Gary Spinelli,M,"In the late 1970s to mid 1980s, Barry Seal, a TWA pilot recruited by the CIA to provide reconnaissance on the burgeoning communist threat in Central America finds himself in charge of one of the biggest covert CIA operations in the history of the United States, one that spawned the birth of the Medellin cartel and eventually almost brought down the Reagan White House with the Iran Contra scandal.",Gersh,"Greg Pedicin, Frank Wuliger, Sean Barclay",,,"Imagine, Doug Davison",Universal
2014,17,DODGE,Scott Wascha,M,A genre bending action comedy about a pill popping thug who begins to develop superpowers.,UTA,"Peter Dodd, Charlie Ferraro",Energy Entertainment,Brooklyn Weaver,,
2014,17,NORTH OF RENO,"Banipal Ablakhad, Benhur Ablakhad",M,A down and out prison guard attempts to murder a recently released inmate and steal a half million dollars in hidden heist money.,Shuman Company,Robert Lazar,,,Flynn Picture Co.,New Line Cinema
2014,17,ON THE BASIS OF SEX,Daniel Stiepleman,M,"The story of Ruth Bader Ginsberg, as she faced numerous obstacles to her fight for equal rights throughout her career.",Gersh,"Sandra Lucchesi, Frank Wuliger",Anonymous Content,"Rosalie Swedlin, Joy Gorman",,
2014,16,MOONFALL,David Weil,M,The investigation of a murder on a moon colony.,CAA,"Dan Rabinow, Ida Ziniti",Unified Management,Jessica Moresco,Ram Bergman,Audax Films
2014,16,THE MUNCHKIN,Will Widger,M,"A little person private eye investigates the disappearance of a young actress in 1930s Hollywood, leading him to uncover conspiracies involving THE WIZARD OF OZ and Metro Goldwyn Mayer brass.",Verve,"Tanya Cohen, Adam Weinstein",Kaplan/Perrone Entertainment,"Josh Goldenberg, Aaron Kaplan",,
2014,15,MATRIARCH,Eric Koenig,M,A prison psychologist has 48 hours to convince a serial killer to tell her the location of her final victim before she is executed.,Paradigm,"David Boxerbaum, Adrian Garcia",BenderSpink,"Daniel Vang, Jake Wagner",Red Wagon,Paramount Pictures
2014,15,THE DEFECTION,Ken Nolan,M,"After the Edward Snowden affair, an intelligence contractor defects to North Korea, taking a mysterious bag with him, and the CIA hires an expert trained during the Cold War to help with the case.",CAA,"Jay Baker, Todd Feldman, John Garvey",Kaplan/Perrone Entertainment,Tobin Babst,Hutch Parker Entertainment,20th Century Fox
2014,15,THE LONG HAUL,Dan Stoller,M,A self-destructive trucker estranged from his son travels cross country with a problematic nephew whom he barely knows.,UTA,"Jason Burns, Geoff Morley",3 Arts Entertainment,"Ari Lubet, Greg Walter",Matt Berenson,
2014,14,BERLINER,F. Scott Frazier,M,"As the Berlin Wall is being constructed at the height of the Cold War, a veteran CIA agent searches for a Soviet mole who has already killed several fellow agents, including a young agent he’s mentored.",CAA,"David Kopple, Ida Ziniti",DMG Entertainment,"Chris Cowles, Chris Fenton","Chris Morgan Productions, DMG Entertainment",Universal
2014,14,ONE FELL SWOOP,Greg Scharpf,M,A self-centered divorce attorney’s life takes an unexpected turn when he is guilted into spending time with the family of a one night stand who dies in a freak accident.,Verve,"Tanya Cohen, Bill Weinstein",Industry Entertainment,"Stephen Crawford, Micah Klatzker","Wonderland Sound and Vision, Mason Novick",Wonderland Sound and Vision
2014,13,BIRD BOX,Eric Heisserer,M,A woman tries to lead her children to safety after the world is invaded by monsters who turn you insane upon sight.,WME,"Rich Cook, Jason Spitz",Art/Work Entertainment,Julie Bloom,"Bluegrass Pictures, Chris Morgan Productions",Universal
2014,13,HUNTSVILLE,Anthony Ragnone II,M,A girl tracks down the man responsible for her father’s death and avenges him.,Gersh,"Mark Hartogsohn, Bob Hohman",Project D Media,Allison Doyle,,
2014,13,IN THE DEEP,Anthony Jaswinski,M,A lone surfer attacked by a shark and stranded on a reef must find a way back to shore before succumbing to her injuries.,Paradigm,"David Boxerbaum, Valarie Phillips",Circle of Confusion,"Ashley Berns, Lawrence Mattis",Weimaraner Republic Pictures,Sony
2014,13,THE FOUNDER,Rob Siegel,M,The origin story of McDonald’s and Raymond Albert Ray” Kroc.,CAA,"Greg Cavic, Greg McKnight, Tiffany Ward",,,The Combine,FilmNation
2014,13,THE SEARCH,Spencer Mondshein,M,An expert tracker battles his demons while on a journey to rescue his estranged older brother who has vanished in the uncharted wilderness of the Northwest.,APA,"Adam Perry, Debbie Deuble",Management 360,Adam Riback,Busted Shark,Voltage
2014,13,YELLOWSTONE FALLS,Daniel Kunka,M,"After an apocalyptic event, a mother wolf is separated from her mate and the rest of the pack, and has to protect her cubs from swarms of mutated humans.",ICM,"Harley Copen, Kathleen Remington",Madhouse Entertainment,Adam Kolbrenner,Misher Films,QED
2014,12,SYNDROME (E),Mark Heyman,M,A detective solving the case of a disturbing film with subliminal images that is killing people who come in contact with it discovers a greater evil.,CAA,"John Cassir, John Garvey, Rob Kenneally",Grandview,Matt Rosen,"Film Rites, Indian Paintbrush",Paramount Pictures
2014,11,BEEF,Jeff Lock,M,"The manager of a fast food chain in Muncie, Indiana gets in over his head with some bookies.",Verve,"Tanya Cohen, Bill Weinstein",Industry Entertainment,"Stephen Crawford, Micah Klatzker",Marquee Entertainment,
2014,11,BLACK WINTER,"Jonathan Stewart, Jake Crane",M,"On the eve of a US-Soviet disarmament treaty, a British scientist and a NATO medical investigator discover a secret Soviet plot to unleash a terrifying biological weapon.",CAA,Jon Cassir,Oasis Media Group,Ben Rowe,,
2014,11,CARTOON GIRL,Randall Green,M,"When a young boy finds out that the cartoon character he’s in love with is based on a real girl, he drags his single father on a road trip to track her down.",UTA,"Amanda Hymson, Blair Kohan",Apostle Pictures,George Heller,,
2014,11,ROAD TO OZ,Josh Golden,M,"The early days of brilliant, whimsical author L. Frank Baum, who gave the world The Wonderful Wizard of Oz.",ICM,"Cullen Conly, Harley Copen, Bryan Diperstein, Rich Green",Heretic Literary Management,Jeff Portnoy,Flynn Picture Co.,New Line Cinema
2014,10,BIG TIME ADOLESCENCE,Jason Orley,M,"A sixteen year old virgin with a growth deficiency slowly gets corrupted by his hero, an aimless college dropout.",UTA,"Amanda Hymson, Geoff Morley",Mosaic,"Langley Perer, Justin Letter",StarStream,StarStream
2014,10,LBJ,Joey Hartstone,M,"Lyndon Johnson goes from powerful Senate Majority Leader, powerless Vice President to President of the United States following the assassination of John F. Kennedy.",CAA,"Jon Cassir, Jacqueline Sacerio",Grandview,"Chris Goble, Jeff Silver",,
2014,10,POSSESSION: A LOVE STORY,Jack Stanley,M,"In a seemingly perfect marriage, a man discovers that he is actually wedded to a demon inhabiting another woman’s body.",CAA,"Jay Baker, Jon Cassir, John Garvey",Silent R Management,Jewerl Ross,"Russell Ackerman, John Schoenfelder, Jewerl Ross",Ken Kao/Waypoint
2014,10,THE SECRET INGREDIENTS OF ROCKEY COLA,Mike Vukadinovich,M,"Twin brothers with opposite personalities are separated at a young age and go on to live drastically different lives, eventually being reunited in the effort to save the company ‘Rocket Cola’ despite their love of the same woman.",Verve,Bryan Besser,Industry Entertainment,Ava Jamshidi,Escape Artists,
2014,10,THE SHOWER,Jac Schaeffer,M,"At a baby shower for their longtime friend, the attendees suddenly find themselves in the middle of a different type of shower: meteors that release a vapor turning men into blood-hungry aliens.",Verve,"Melissa Solomon, Bill Weinstein",Circle of Confusion,Britton Rizzio,,
2014,9,CELERITAS,Kimberly Barrante,F,"When a missing astronaut crash lands forty years after he launched having not aged a day, his elderly twin brother helps him escape the NASA scientists hunting him. As the government closes in, neither brother is who they claim to be.",Verve,"Parker Davis, Adam Weinstein",Madhouse Entertainment,"Adam Kolbrenner, Kendrick Tan",,
2014,9,I AM RYAN REYNOLDS,Billy Goulston,M,"An inside look at the marriage, career, and mental state of 2010’s Sexiest Man Alive.",UTA,"Peter Dodd, Max Michael",,,,
2014,9,JACKPOT,Dave Callaham,M,"After a group of bumbling teachers win a large amount of money, their greed and incompetence put them on a hilarious path toward death and destruction.",UTA,"Jason Burns, Emerson Davis",Kaplan/Perrone Entertainment,Tobin Babst,Olive Bridge,Focus Features
2014,9,PLUS ONE,April Prosser,F,"Just out of a long term relationship and realizing that all her friends have married, Rachel discovers that her only remaining wingwoman is Summer, a loud and oversharing wildcard.",UTA,"Blair Kohan, Carolyn Sivitz",Kaplan/Perrone Entertainment,Josh Goldenberg,Gloria Sanchez Productions,The Weinstein Co.
2014,9,WONKA,Jason Micallef,M,"A dark, reimagining of the Willy Wonka story beginning in World War II and culminating with his takeover of the chocolate factory.",WME,"Rich Cook, Meyash Prabhu",Underground,Josh Turner Maguire,,
2014,8,BEAUTY PAGEANT,"Evan Mirzi, Shea Mirzai",B,"After they unwittingly get their daughters disqualified from the child beauty circuit, two warring stagemothers are forced to go head to head in an adult beauty pageant.",Paradigm,"Adam Kanter, Martin Spencer",Principato-Young Entertainment,Allen Fischer,,
2014,8,BISMARCK,Jared Cowie,M,"As Britain struggles through the darkest hours of World War II, a naval officer, raw from the loss of his ship during the evacuation of Dunkirk, is thrust into the thick of the hunt for the Nazi superbattleship, Bismarck. Based on a true story.",,,BenderSpink,Daniel Vang,,
2014,8,MORGAN,Seth W Owen,M,A corporate risk management consultant is summoned to a remote research lab to determine whether or not to terminate an at-risk artificial being.,WME,"Mike Esola, Simon Faber",Apostle Pictures,George Heller,Scott Free Entertainment,20th Century Fox
2014,8,SHADOW RUN,Joe Gazzam,M,"A viral attack puts lives in danger, forcing a CIA agent to initiate a secret prisoner exchange of Russia’s most notorious spy for the American scientist who can create a cure.",Paradigm,"David Boxerbaum, Chris Smith",Industry Entertainment,Ava Jamshidi,Original Film,Sony
2014,8,THE BRINGING,"Brandon Murphey, Philip Murphey",M,A private investigator investigates a mysterious murder at a downtown Los Angeles hotel and uncovers its dark supernatural history. Based on true events.,WME,"Rich Cook, Solco Schuit",Mosaic,Langley Perer,Matt Tolmach Productions,Sony
2014,8,THE TAKEAWAY,Julia Cox,F,"A young, play-it-safe, art restorer is swept up in a whirlwind romance with her charming boss, who turns out to be a worldclass thief.",APA,"Adam Perry, Sheryl Petersen",Project D Media,Allison Doyle,Di Novi Pictures,
2014,7,BLINK,Hernany Perla,M,"Years after being fully paralyzed during an infamous bank robbery, a man is taken hostage for the secrets in his head. His only form of communicating with the outside world – and outsmarting his captors – is his ability to blink.",Original Artists,"Jordan Bayer, Matt Leipzig",Madhouse Entertainment,Ryan Cunningham,Atlas Independent,
2014,7,BOSTON STRANGLER,Chuck MacLean,M,"In the 1960s, a determined detective puts his life and career on the line to solve the case of the Boston Strangler.",CAA,"Jon Cassir, John Campisi, Alexandra Trustman",Oasis Media Group,Ben Rowe,Langley Park Pictures,Warner Bros.
2014,7,ERIN’S VOICE,Greg Sullivan,M,A deaf computer genius’ world is thrown into turmoil when he meets a troubled coffee shop waitress whose voice turns out to be the only thing he can miraculously hear.,UTA,Carolyn Sivitz,Lee Stobby Entertainment,Lee Stobby,"1821 Pictures, Erik Olson",
2014,7,EVERYONE WANTS EVERYTHING,Abraham Higginbotham,M,"As his life reaches its neurosis-inducing midpoint, a married man asks himself an eternal question with no real answer — Am I living the life I want to be living, or do I need to start over before its too late?” Torn between two lives, he’s forced to do the one thing he doesn’t want to do — make a choice.",UTA,"Keya Khayatian, Carolyn Sivitz",,,"Donna Gigliotti, Renee Witt",
